age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
25,M,X25PRO3,Town,Platinum Membership,09-03-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:37:27,18,100.79,38494.04,23,735.98,No,Yes,Yes,Solved,Poor Product Quality,0
59,F,S0K9XM8,,Basic Membership,13-09-2016,Yes,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,18:15:26,9,74.29,4288.28,Error,,Yes,No,No,Not Applicable,Too many ads,1
42,F,GJKEZE5,City,Basic Membership,17-11-2017,Yes,xxxxxxxx,Without Offers,?,Mobile_Data,17:57:26,11,43.3,49317.29,6,624.34,Yes,No,No,Not Applicable,Poor Website,1
57,F,0UZMLNM,,No Membership,25-08-2017,Yes,CID54811,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18:38:12,8,-701.7456118,48285.7,27,35.18204353,No,Yes,Yes,No Information Available,Poor Website,1
23,M,R5RX61P,City,Basic Membership,02-03-2016,?,CID9378,Without Offers,Smartphone,Wi-Fi,15:14:10,11,289.68,10339.71,43.70080607,614.31,Yes,No,Yes,Solved in Follow-up,Too many ads,1
46,F,239HP6Y,City,No Membership,26-09-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,23:12:01,18,701.24,13260.3,27,,No,Yes,Yes,Unsolved,Too many ads,1
28,M,5L4U574,Town,Gold Membership,19-07-2015,Yes,CID29105,Gift Vouchers/Coupons,Both,Wi-Fi,2:19:03,11,947.3,86168.45,6,1701.410667,No,Yes,Yes,No Information Available,User Friendly Website,0
64,M,6OJTHEV,City,Gold Membership,06-08-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,20:01:51,9,156.42,36671.2,27,676.87,No,Yes,Yes,Unsolved,Poor Customer Service,1
21,M,4CFVQH1,Town,Silver Membership,20-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:53:17,18,73.6,3938.44,10,1159.77446,Yes,No,Yes,Solved,Too many ads,0
39,F,BCVA5VW,City,Basic Membership,15-08-2017,Yes,CID61998,Credit/Debit Card Offers,Smartphone,Fiber_Optic,0:23:31,6,685.59,41737.03,19,197.2050667,Yes,No,Yes,No Information Available,Poor Product Quality,1
48,M,D23G5J3,Town,Gold Membership,21-01-2017,Yes,CID63581,Without Offers,Desktop,Fiber_Optic,8:06:01,9,229.36,2054.97,25,711.54,Yes,No,No,Not Applicable,Poor Product Quality,0
32,M,2J01IKT,Town,No Membership,15-06-2015,Yes,CID20019,Credit/Debit Card Offers,Smartphone,Fiber_Optic,5:09:50,2,59.63,34806.9,7,665.62,Yes,No,No,Not Applicable,Poor Customer Service,1
14,F,UHNDPI9,Town,Gold Membership,05-09-2017,?,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,7:30:05,9,61.21,37530.44,9,718.9,Yes,No,No,Not Applicable,No reason specified,0
56,M,2NAN6H8,Town,No Membership,25-10-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,19:34:43,15,377.31,14337.13,27,,No,Yes,No,Not Applicable,Poor Website,1
20,F,NG1QZJK,Village,Gold Membership,26-01-2015,No,xxxxxxxx,Without Offers,?,Fiber_Optic,0:50:06,10,289.76,3403.61,12,821.76,Yes,Yes,No,Not Applicable,Quality Customer Care,0
26,F,NIQYZ1O,Town,Gold Membership,19-08-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,1:28:32,14,84.03,20689.56,29,661.77,Yes,No,Yes,Solved,Poor Website,1
26,M,C9HGUUN,,No Membership,11-09-2017,?,xxxxxxxx,Without Offers,Desktop,Wi-Fi,3:47:40,22,705.52,15424.85,21,597.39,Yes,Yes,No,Not Applicable,No reason specified,1
10,M,93VNNJR,Town,Platinum Membership,05-02-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,15:08:52,21,165.12,79783.08,7,,Yes,No,Yes,No Information Available,Reasonable Price,0
43,M,Z6VPYVW,City,Basic Membership,14-10-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,7:45:57,16,881.0280175,43574.14,Error,190.1344212,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
29,M,ZTVXJCU,City,Premium Membership,05-09-2015,Yes,CID51113,Without Offers,Smartphone,Mobile_Data,14:44:43,14,1129.45,44793.47,26,752.58,No,Yes,Yes,Unsolved,Poor Customer Service,0
50,M,CMSFNTP,Town,Silver Membership,05-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:09:32,16,35.78,1751.87,16,783.89,Yes,No,Yes,Solved in Follow-up,Too many ads,0
64,M,CK8BB7Q,Village,Gold Membership,16-12-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,23:13:35,22,32.57,2835.7,29,799.12,Yes,No,Yes,Solved,Poor Website,0
30,F,802EF7P,City,Gold Membership,04-09-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,20:42:44,22,284.66,18058.04,15,776.59,No,Yes,No,Not Applicable,Poor Product Quality,0
51,F,G0KB5V7,Village,Gold Membership,22-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,19:32:36,13,204.72,95113.31,1,,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
37,M,G22XVDO,City,Silver Membership,15-12-2017,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,1:53:53,17,30.79,19801.79,22,771.61,No,Yes,No,Not Applicable,Poor Website,0
51,F,2K13KFN,City,Silver Membership,19-02-2015,Yes,CID49601,Without Offers,Desktop,Mobile_Data,12:06:35,26,38.26,33965.15,17,,Yes,No,Yes,Solved,Too many ads,1
50,F,O8EY1SD,,No Membership,28-12-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,3:58:43,9,427.8,16587.81,13,,Yes,No,No,Not Applicable,Too many ads,1
44,F,7ZHLRXU,City,Premium Membership,15-07-2016,?,CID11423,Without Offers,Smartphone,Fiber_Optic,7:05:35,17,50.97,32028.49,8,759.84,Yes,No,No,Not Applicable,Poor Product Quality,0
20,F,NYCW3Q9,Village,Platinum Membership,23-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:38:59,4,146.68,89686.76,18,,No,Yes,No,Not Applicable,Products always in Stock,0
59,M,YCHSUWU,City,Silver Membership,07-10-2015,Yes,CID58781,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:06:26,15,1541.68,31106.66,7,,Yes,Yes,No,Not Applicable,Products always in Stock,0
54,F,9CNT5PF,Town,Platinum Membership,01-01-2016,No,xxxxxxxx,Without Offers,Both,Wi-Fi,8:47:40,6,477.28,16030,18,799.83,Yes,No,Yes,Solved,Poor Product Quality,0
36,F,1PV16Z6,Village,No Membership,28-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:34:57,20,183.57,19883.47,10,622.81,No,Yes,No,Not Applicable,No reason specified,0
12,F,9ZZ02P5,Town,Silver Membership,27-01-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,22:04:22,16,406.48,27305.17,Error,,Yes,Yes,No,Not Applicable,Poor Product Quality,1
25,M,KQGUKCN,Town,Basic Membership,20-01-2016,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,19:02:54,4,217.59,44965.7,Error,632.01,Yes,Yes,No,Not Applicable,Poor Customer Service,1
24,F,RDQWPIV,City,Gold Membership,06-04-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,13:08:34,9,234.63,6036.07,20,793.55,Yes,Yes,Yes,Unsolved,Poor Customer Service,0
15,M,CN2ADLG,Town,Premium Membership,13-12-2016,Yes,CID14967,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:34:09,9,1129.887013,59493.96,9,1368.792839,No,Yes,No,Not Applicable,Products always in Stock,0
17,F,F6BGJKI,City,No Membership,12-08-2015,Yes,CID22153,Without Offers,Smartphone,Wi-Fi,16:58:23,20,112.44,35215.11,20,500.17,Yes,No,Yes,Solved in Follow-up,Too many ads,1
28,M,WIHLKIS,City,Basic Membership,06-02-2016,Yes,CID50449,Without Offers,?,Wi-Fi,13:55:08,5,609.91,33108.92,19,,No,Yes,No,Not Applicable,Poor Customer Service,1
22,F,0TK9KDM,Town,Silver Membership,26-01-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,8:50:16,16,120.03,9652.6,20,,No,Yes,No,Not Applicable,Poor Customer Service,0
29,M,BFPE6X0,Town,No Membership,26-06-2017,Yes,CID7085,Without Offers,Both,Wi-Fi,4:43:18,4,1269.18,3553.61,23,,Yes,No,Yes,Solved,Too many ads,1
34,M,LLWVRU0,Town,No Membership,13-11-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,19:38:53,13,314.85,42009.13,28,672.43,Yes,No,Yes,Unsolved,No reason specified,1
59,M,2UA3Y9U,City,Silver Membership,31-03-2017,Yes,CID15196,Without Offers,Both,Mobile_Data,22:40:07,7,456.82,7242.8,12,659.25,Yes,Yes,No,Not Applicable,Too many ads,1
27,M,KQP5RA9,Village,Gold Membership,11-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,2:26:02,11,30.21,49931.81,17,631.59,Yes,No,No,Not Applicable,Poor Customer Service,1
61,M,1QUOJCT,City,No Membership,13-06-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13:36:29,16,30.97,29978.82,29,716.71,Yes,No,No,Not Applicable,No reason specified,1
36,M,NWCIF3U,Village,Silver Membership,24-09-2015,Yes,CID47256,Credit/Debit Card Offers,Both,Wi-Fi,13:55:55,12,823.06,44090.74,29,719.47,Yes,No,No,Not Applicable,Poor Website,0
53,F,7SWYFOD,,Basic Membership,15-06-2017,?,CID61973,Without Offers,Desktop,Mobile_Data,8:38:39,6,360.21,34152.9,28,518.36,Yes,No,No,Not Applicable,Poor Website,1
43,M,B5EKZKX,,Gold Membership,17-08-2017,Yes,CID6849,Credit/Debit Card Offers,Both,Mobile_Data,23:05:29,13,443.56,69209.08,15,739.75,No,Yes,No,Not Applicable,Quality Customer Care,0
64,M,6U8NZTL,City,Gold Membership,06-04-2016,Yes,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9:14:27,10,103.33,45550.7,Error,786.7468574,No,Yes,No,Not Applicable,Too many ads,0
15,F,4VOTHFV,Town,Basic Membership,05-10-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,23:29:32,12,120.47,48867.32,10,1089.435749,Yes,No,No,Not Applicable,No reason specified,1
42,M,LGHCZ77,Village,Basic Membership,03-08-2017,Yes,CID13121,Credit/Debit Card Offers,Desktop,Mobile_Data,14:48:45,13,33.9,9658.5,25,182.4878527,Yes,No,Yes,Solved,Poor Product Quality,1
20,M,EQWLNFG,Village,Basic Membership,05-12-2016,Yes,CID59237,Credit/Debit Card Offers,?,Wi-Fi,6:17:57,9,778.67,26534.33,32.8427803,664.91,Yes,Yes,Yes,Solved,No reason specified,1
57,F,J2EZPYR,,Basic Membership,16-06-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,8:28:29,12,-647.4623031,41258.91,20,624.4,No,Yes,No,Not Applicable,Too many ads,1
20,M,JVT8QF2,City,Basic Membership,09-06-2015,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,20:30:44,21,416.75,6024.92,24,686.19,Yes,No,Yes,Unsolved,No reason specified,1
24,F,3CZA2QN,Village,No Membership,19-01-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,21:01:37,21,108.72,23854.87,28,107.3331414,Yes,No,Yes,No Information Available,No reason specified,1
26,M,CXUQRLD,Village,No Membership,04-03-2017,Yes,CID22216,Credit/Debit Card Offers,?,Wi-Fi,21:08:20,-999,507.49,16979.98,27,592.48,Yes,No,No,Not Applicable,Too many ads,1
24,M,DB1K03G,Village,Basic Membership,30-06-2017,?,CID41486,Without Offers,Desktop,Wi-Fi,15:47:35,3,58.38,37322.91,5,648.94,No,Yes,Yes,Solved,Poor Customer Service,1
12,F,8NYYA9D,Town,Gold Membership,10-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:27:10,15,31.87,5089.8,25,755.26,Yes,No,No,Not Applicable,No reason specified,0
27,F,Q1B05S8,City,Basic Membership,03-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,1:06:39,10,1147.449116,46422.66,28,599.73,No,Yes,Yes,Solved,No reason specified,1
63,M,WC92EYC,City,Basic Membership,13-02-2015,Yes,CID36075,Credit/Debit Card Offers,Desktop,Wi-Fi,7:38:14,4,257.56,34241.85,16,,Yes,No,No,Not Applicable,Too many ads,1
50,F,Q0E88TK,Village,Gold Membership,26-07-2017,Yes,CID58036,Without Offers,Smartphone,Fiber_Optic,7:13:06,3,1382.46,80090.34,17,753.49,Yes,Yes,No,Not Applicable,Products always in Stock,0
62,M,OJ0EL5Y,Village,Silver Membership,02-01-2016,Yes,CID13774,Credit/Debit Card Offers,Desktop,Wi-Fi,21:45:32,9,-854.216488,16550.38,10,647.8,No,Yes,No,Not Applicable,No reason specified,1
59,M,7SPB60U,Town,Silver Membership,22-10-2015,Yes,CID50764,Without Offers,?,Wi-Fi,1:18:23,12,213.33,25088.31,9,634.72,Yes,No,Yes,Solved,Poor Customer Service,1
47,M,9YWHN3Q,Town,No Membership,13-09-2016,Yes,CID45885,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:37:05,14,138.85,31470.32,14,645.57,No,Yes,No,Not Applicable,No reason specified,1
55,F,Z4QZ3LR,Village,Gold Membership,26-09-2017,Yes,CID25682,Gift Vouchers/Coupons,?,Wi-Fi,20:19:28,3,959.19,54157.07,15,805.99,Yes,Yes,Yes,Solved,Quality Customer Care,0
35,F,642AO1R,,No Membership,13-09-2017,?,CID26293,Without Offers,Smartphone,Fiber_Optic,1:15:46,14,-674.2070649,46830.93,24,578.96,No,Yes,No,Not Applicable,Poor Product Quality,1
59,F,OKSR6R7,City,Gold Membership,09-01-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,1:53:53,8,498,33832.41,9,,Yes,No,Yes,Solved,No reason specified,0
51,M,N3NJQZR,City,Silver Membership,23-04-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,7:39:21,12,30,73125.88,17,-129.1722712,Yes,No,Yes,Solved,User Friendly Website,0
39,M,5AB1U2L,City,Basic Membership,12-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,16:03:56,9,31.66,4141.36,33.96795855,541.14,Yes,No,No,Not Applicable,Poor Website,1
41,F,MIR404I,Town,No Membership,21-09-2017,Yes,CID18372,Credit/Debit Card Offers,Desktop,Mobile_Data,4:11:49,4,632.24,17695.07,29,,Yes,No,Yes,Unsolved,Poor Website,1
56,M,9W9GIMP,City,Silver Membership,21-06-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,10:26:57,20,77.21,19951.35,17,790.26,Yes,No,Yes,Solved,Too many ads,0
20,F,6X2K1XK,City,Basic Membership,25-10-2017,No,xxxxxxxx,Without Offers,?,Fiber_Optic,20:29:38,13,299.03,35908.91,24,600.85,Yes,No,No,Not Applicable,Poor Customer Service,1
38,M,JZ8G7EN,Town,No Membership,25-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,18:40:32,22,89.07,8774.79,25,283.8475777,No,Yes,Yes,Unsolved,Poor Website,1
28,M,6QFDM8O,Village,Basic Membership,07-03-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,13:11:00,14,829.5579153,25588.34,Error,874.1621947,No,Yes,Yes,Unsolved,No reason specified,1
26,F,UBDN8XP,Town,Premium Membership,09-01-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6:26:29,11,180.33,3091.55,6,727.46,No,Yes,No,Not Applicable,Too many ads,0
39,M,T1PZAQ0,Town,No Membership,17-12-2015,Yes,CID18915,Without Offers,Smartphone,Wi-Fi,11:47:25,20,309.49,18122.11,26,590.84,No,Yes,Yes,Unsolved,No reason specified,0
27,F,6BFZJQH,Town,Platinum Membership,05-03-2016,Yes,CID59058,Credit/Debit Card Offers,?,Wi-Fi,21:50:32,12,443.55,35843.49,9,750.37,No,Yes,Yes,No Information Available,Quality Customer Care,0
27,M,Q4KIM6B,Town,Gold Membership,10-12-2015,Yes,CID51461,Credit/Debit Card Offers,?,Wi-Fi,5:18:46,14,58.5,32722.8,-8.249657882,634.09,No,Yes,Yes,No Information Available,Poor Website,1
16,F,4WH9N5Z,Town,Premium Membership,07-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:43:12,-999,32.04,44021.13,18,745.15,Yes,No,Yes,No Information Available,Poor Website,0
36,F,L17XO44,Town,No Membership,16-06-2017,Yes,CID10533,Without Offers,?,Fiber_Optic,13:10:58,18,353.52,36839.03,23,514.98,Yes,Yes,Yes,No Information Available,Poor Customer Service,1
32,F,G04ZZVT,Town,Basic Membership,03-10-2017,Yes,CID28191,Gift Vouchers/Coupons,Both,Mobile_Data,15:25:34,16,609.57,48943.21,Error,,Yes,No,No,Not Applicable,Too many ads,1
23,M,VO8AZ9R,Village,No Membership,27-09-2016,Yes,CID19799,Without Offers,Smartphone,Mobile_Data,3:47:22,16,51.79,38357.31,47.83384288,637.8,Yes,No,Yes,Unsolved,Poor Customer Service,1
24,F,4NWF4WE,Village,No Membership,20-06-2017,Yes,CID45094,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18:12:14,-999,102.58,1459.9,14,989.5822793,Yes,No,Yes,Solved,Poor Website,1
22,F,8HJVF0T,Village,Premium Membership,23-06-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7:08:22,18,309.56,97232.64,6,763.64,No,Yes,No,Not Applicable,Products always in Stock,0
19,F,LRHR4DE,City,Premium Membership,13-11-2017,?,CID56644,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:16:47,21,394.4,2287.24,7,393.5553566,No,Yes,No,Not Applicable,User Friendly Website,0
57,F,RODZ4XD,Town,Silver Membership,17-05-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,9:24:38,15,227.58,19906.69,Error,707.59,Yes,No,Yes,Solved in Follow-up,Poor Website,0
40,M,S6Z904P,,Premium Membership,23-07-2017,?,CID54092,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:54:16,6,69.41,76773.34,14,300.550175,Yes,No,No,Not Applicable,Reasonable Price,0
27,F,YEK03T5,City,No Membership,09-01-2016,?,CID18042,Gift Vouchers/Coupons,?,Wi-Fi,18:19:31,14,100.8,43149.42,19,138.6509552,No,Yes,No,Not Applicable,Poor Website,1
55,F,L3CR7T4,Town,Basic Membership,03-07-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,0:16:27,12,30.8,10716.57,8,236.8855234,Yes,No,No,Not Applicable,Poor Website,1
56,F,UGB5NJO,Village,No Membership,22-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,6:22:27,3,132.35,19223.21,18,253.4742479,Yes,No,No,Not Applicable,Poor Product Quality,1
40,M,J9XJD8D,,Silver Membership,15-10-2017,Yes,CID29095,Without Offers,Desktop,Mobile_Data,21:37:21,5,186.72,9185.14,20,790.6541713,No,Yes,Yes,No Information Available,Poor Customer Service,0
28,F,FDE1T7J,,Silver Membership,31-01-2015,Yes,CID41397,Without Offers,Smartphone,Fiber_Optic,1:02:26,24,277.72,30985.1,7,690.86,No,Yes,No,Not Applicable,Poor Product Quality,1
29,F,T1RD0KC,Town,Platinum Membership,05-07-2016,Yes,CID20553,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:58:31,12,925.89,20407.74,25,441.4191115,Yes,Yes,Yes,Unsolved,Too many ads,0
11,M,Y7QTG0F,Town,Gold Membership,23-10-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,4:24:27,6,107.68,19686.65,51.47945809,792.13,Yes,No,Yes,No Information Available,No reason specified,0
28,F,OPBR6O3,City,Basic Membership,22-11-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,2:32:10,16,200.06,24250.24,7,674.58,No,Yes,Yes,No Information Available,Too many ads,1
23,F,72COJSL,,Premium Membership,31-12-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,2:38:36,13,-857.1486676,30908.33,18,785.58,No,Yes,Yes,Unsolved,User Friendly Website,0
63,F,USHPRTC,Town,Gold Membership,03-08-2015,Yes,CID15024,Without Offers,Desktop,Fiber_Optic,15:46:23,1,86.39,11143.32,13,772.39,Yes,No,No,Not Applicable,Poor Customer Service,0
26,M,GPMH96Q,Town,Silver Membership,21-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,2:24:55,16,45.55,19357.34,27,772.12,Yes,No,Yes,No Information Available,Poor Customer Service,0
42,F,96FQ6X3,Town,Basic Membership,26-05-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,14:23:36,11,196.39,44531.33,Error,662.39,Yes,No,No,Not Applicable,Poor Product Quality,1
63,M,VEFRV7N,City,Gold Membership,07-03-2016,?,CID4392,Credit/Debit Card Offers,Desktop,Fiber_Optic,12:07:30,-999,32.96,35464.4,18,714.78,Yes,No,No,Not Applicable,No reason specified,0
14,F,I4ZIQVW,Town,Gold Membership,13-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:49:43,17,53.67,26097.64,18,627.02,Yes,No,Yes,Solved in Follow-up,Poor Website,1
12,F,4Q06MOC,,Gold Membership,11-07-2016,Yes,CID58330,Gift Vouchers/Coupons,?,Wi-Fi,15:28:22,-999,827.16,86917.45,4,,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0
31,M,6FZMAJH,,Gold Membership,25-03-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:41:10,-999,32.43,33311.34,8,633.08,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
12,M,AKCRX7G,,Premium Membership,15-12-2015,Yes,CID47625,Credit/Debit Card Offers,Both,Fiber_Optic,6:19:19,-999,581.83,23252.24,28.33034536,-62.62330635,No,Yes,No,Not Applicable,Products always in Stock,0
22,F,4J9PG5S,City,Premium Membership,02-04-2015,Yes,CID1458,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15:31:25,16,49.11,14274.28,17,,Yes,No,Yes,Solved in Follow-up,Reasonable Price,0
44,M,Z28UMIB,Town,Basic Membership,05-08-2017,Yes,CID779,Without Offers,Desktop,Wi-Fi,16:23:16,20,32.76,29614.07,28,516.76,Yes,No,Yes,No Information Available,Poor Customer Service,1
26,F,FMLSJZH,Village,Silver Membership,27-03-2015,No,xxxxxxxx,Without Offers,?,Mobile_Data,7:40:30,17,-705.1896259,33680.03,20,625.72,No,Yes,Yes,Unsolved,Poor Product Quality,1
34,M,FHBBWV2,Village,Platinum Membership,21-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,8:20:27,9,128.01,29430.24,28,,No,Yes,Yes,Unsolved,Poor Website,0
58,F,MXL1HVK,Village,Platinum Membership,16-04-2015,Yes,CID26841,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17:18:58,14,79.83,63371.27,6,713.77,Yes,No,Yes,Unsolved,Quality Customer Care,0
38,F,4N02LOF,,No Membership,16-10-2015,Yes,CID19207,Credit/Debit Card Offers,Smartphone,Wi-Fi,14:54:14,10,244.71,30611.08,28,,Yes,No,No,Not Applicable,Poor Product Quality,1
37,M,7PKS3A7,City,Premium Membership,02-02-2015,Yes,CID53947,Credit/Debit Card Offers,?,Wi-Fi,12:41:11,11,317.16,4219.99,28,,Yes,Yes,Yes,No Information Available,Poor Customer Service,0
52,M,DFIL56V,,No Membership,27-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,18:38:41,-999,259.78,49601.33,11,678.9,Yes,No,Yes,Unsolved,Poor Website,1
40,M,N1FOVV1,City,Gold Membership,14-03-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:33:31,11,299.25,22280.48,6,786.96,No,Yes,No,Not Applicable,Quality Customer Care,0
42,M,TLBE5YW,City,Basic Membership,18-04-2017,?,CID49075,Without Offers,Both,Fiber_Optic,13:32:42,14,372.1,14712.51,44.19219262,605.31,Yes,No,Yes,No Information Available,Poor Website,1
49,F,DCJN926,Town,Platinum Membership,31-08-2015,?,CID26147,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:55:28,14,155.28,36136.48,26,,Yes,No,No,Not Applicable,Poor Website,0
16,F,BGZFVWM,Town,Basic Membership,05-09-2017,Yes,CID50814,Without Offers,Desktop,Fiber_Optic,0:10:21,24,199.62,45147.94,6,366.3411796,No,Yes,Yes,Solved,No reason specified,1
19,F,OSMZCHK,Town,Premium Membership,02-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,23:46:32,19,1259.818036,27846.99,29,769.34,No,Yes,Yes,Solved,Too many ads,0
48,F,81VWA87,City,Platinum Membership,04-04-2017,No,xxxxxxxx,Without Offers,Both,Wi-Fi,2:06:52,12,310.82,21817.52,16,,No,Yes,No,Not Applicable,User Friendly Website,0
11,M,7J60CE1,Town,Platinum Membership,21-01-2016,No,xxxxxxxx,Without Offers,?,Mobile_Data,19:10:07,13,233.81,28250.19,19,795.61,Yes,No,No,Not Applicable,Poor Website,0
25,F,MNKBPOM,,Platinum Membership,13-10-2017,Yes,CID19622,Credit/Debit Card Offers,Desktop,Mobile_Data,15:15:26,15,129.26,3049.58,9,760,No,Yes,Yes,Solved,Poor Website,0
48,F,JOEDJ8P,Town,Gold Membership,29-04-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,0:23:33,-999,212.22,14518.1,18,717.46,Yes,No,No,Not Applicable,Poor Customer Service,1
12,F,RJS93BB,City,Silver Membership,24-01-2016,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,10:47:09,21,437.3,39155.25,Error,243.5077289,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
42,F,EPDZP9G,City,No Membership,26-04-2016,Yes,CID49259,Without Offers,Desktop,Mobile_Data,1:01:46,3,158.53,17310.19,25,686.58,No,Yes,Yes,Solved,Poor Customer Service,1
35,M,H1J88M7,Town,Silver Membership,19-05-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,6:51:21,3,38.59,8448.03,9,624.77,Yes,No,Yes,No Information Available,Too many ads,1
46,F,6RIF3EQ,Town,No Membership,13-08-2015,No,xxxxxxxx,Without Offers,?,Mobile_Data,7:33:32,20,93.26,23201.34,9,592.92,Yes,No,Yes,No Information Available,No reason specified,1
36,M,K2UB1UH,City,Platinum Membership,02-08-2016,Yes,CID30018,Credit/Debit Card Offers,?,Mobile_Data,3:25:03,14,-379.9113225,40192.34,1,792.19,Yes,No,Yes,Solved in Follow-up,User Friendly Website,0
51,M,V0JUPD3,City,Gold Membership,13-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:44:31,22,220.66,44176.08,19,730.98,Yes,No,No,Not Applicable,Poor Website,0
